"","SRR9137553_GSM3823667_CON_1_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137554_GSM3823668_CON_2_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137555_GSM3823669_CON_3_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137556_GSM3823670_CON_4_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137557_GSM3823671_CON_5_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137558_GSM3823672_CON_6_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137559_GSM3823673_CON_7_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137560_GSM3823674_CON_8_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137565_GSM3823679_RIL_1_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137566_GSM3823680_RIL_2_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137567_GSM3823681_RIL_3_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137568_GSM3823682_RIL_4_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM"
"ENSMUSG00000038508",39,41,102,68,81,51,65,66,33,23,37,50
"ENSMUSG00000056204",72,136,184,148,151,93,170,151,198,90,202,108
"ENSMUSG00000031848",64,104,228,157,170,127,166,131,118,49,129,120
"ENSMUSG00000080058",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110622",1,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000095026",2,3,2,7,5,1,4,2,2,3,5,4
"ENSMUSG00000031842",5,8,9,8,3,2,9,2,5,10,5,4
"ENSMUSG00000035559",9,18,18,24,26,14,27,21,10,5,14,13
"ENSMUSG00000110575",0,1,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000031834",11,8,13,9,6,11,12,7,6,3,8,11
"ENSMUSG00000100691",31,31,39,48,43,30,50,36,19,34,49,39
"ENSMUSG00000031833",3,8,7,10,10,6,7,5,11,8,9,10
"ENSMUSG00000099031",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000791",6,3,8,3,10,4,2,3,6,0,1,3
"ENSMUSG00000002910",1,7,7,10,16,8,10,6,8,7,10,16
"ENSMUSG00000002908",3,5,4,7,5,5,7,3,6,4,5,13
"ENSMUSG00000020887",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000007721",88,108,213,158,153,99,171,95,80,58,106,86
"ENSMUSG00000000792",0,1,1,2,0,3,3,3,0,1,0,0
"ENSMUSG00000045128",699,800,1922,1209,1401,912,1267,1077,867,712,1149,1072
"ENSMUSG00000098710",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077563",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000019261",116,87,376,189,190,126,152,131,48,70,121,92
"ENSMUSG00000088248",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074252",0,0,0,0,0,0,1,1,0,0,0,0
"ENSMUSG00000101854",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000110554",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00002074937",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110664",0,0,0,0,0,0,0,0,1,0,1,0
"ENSMUSG00000035439",39,62,227,98,71,53,62,60,61,27,54,54
"ENSMUSG00000004677",34,23,61,51,41,31,44,37,17,11,50,32
"ENSMUSG00000002395",89,110,209,137,168,116,161,91,122,75,124,94
"ENSMUSG00000002396",61,74,67,61,119,60,97,67,84,77,69,91
"ENSMUSG00000002393",9,21,32,23,17,10,19,12,10,1,13,9
"ENSMUSG00000034911",9,11,26,25,27,18,15,21,39,21,19,33
"ENSMUSG00000031820",223,216,359,351,388,232,361,236,224,157,286,281
"ENSMUSG00000046295",0,0,0,0,0,0,1,0,2,0,3,1
"ENSMUSG00000007950",12,13,34,22,12,12,14,17,9,14,12,8
"ENSMUSG00000034880",282,346,517,462,640,377,488,284,487,280,449,413
"ENSMUSG00000074247",14,32,83,53,54,44,56,44,28,15,36,29
"ENSMUSG00000034863",1,1,1,0,1,0,3,4,2,0,3,1
"ENSMUSG00000007610",13,14,33,25,24,19,20,15,11,9,22,12
"ENSMUSG00000034845",28,44,50,70,72,34,66,55,80,54,64,31
"ENSMUSG00000108900",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000110619",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046718",56,114,242,179,146,109,167,131,100,48,142,82
"ENSMUSG00000031813",61,78,172,152,175,85,147,112,96,72,121,117
"ENSMUSG00000043664",0,0,4,0,0,0,1,0,1,0,0,0
"ENSMUSG00000034829",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031808",2,2,7,5,6,0,1,4,1,1,2,0
"ENSMUSG00000031807",117,103,218,185,221,134,261,141,140,125,199,156
"ENSMUSG00000043243",1,1,5,2,1,1,3,1,2,1,0,0
"ENSMUSG00000034807",14,37,66,34,24,15,22,53,44,7,34,14
"ENSMUSG00000034799",0,4,5,0,2,1,1,0,0,1,1,2
"ENSMUSG00000098976",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031805",1,1,6,3,7,5,6,3,6,4,13,10
"ENSMUSG00000079019",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031803",1,4,14,11,11,4,2,10,1,0,8,1
"ENSMUSG00000110438",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110569",3,4,10,4,4,5,4,2,4,5,0,2
"ENSMUSG00000070000",0,0,0,0,0,0,0,0,1,0,1,0
"ENSMUSG00000110473",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118594",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002076049",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000119779",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109922",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110153",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110128",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109601",0,1,0,0,0,1,0,0,0,0,1,0
"ENSMUSG00000109827",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000109955",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118664",33,37,98,90,91,60,83,69,65,33,77,55
"ENSMUSG00000036872",1,3,1,2,0,1,1,0,0,0,1,0
"ENSMUSG00002076139",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047866",481,712,824,975,930,698,1132,713,974,717,1083,977
"ENSMUSG00000082484",1,2,2,4,6,1,3,5,0,1,7,3
"ENSMUSG00000064624",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036840",44,33,75,51,42,50,64,32,33,22,45,26
"ENSMUSG00000074178",0,0,1,0,1,1,0,1,0,1,1,1
"ENSMUSG00000031652",64,71,215,128,108,44,105,88,55,51,110,75
"ENSMUSG00000098434",0,1,0,1,0,0,0,0,0,0,1,0
"ENSMUSG00000098534",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109706",15,19,75,50,31,17,48,98,8,5,25,22
"ENSMUSG00000099162",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110017",0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000110399",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074412",26,34,133,57,54,46,75,68,23,21,58,40
"ENSMUSG00000110063",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031565",19,14,14,11,4,6,13,12,8,4,11,11
"ENSMUSG00000086134",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000037363",10,7,33,12,6,14,14,5,13,12,6,4
"ENSMUSG00000110038",0,0,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000043794",0,6,9,6,3,1,2,3,7,2,5,3
"ENSMUSG00000054823",142,174,341,221,276,197,196,250,188,125,219,175
"ENSMUSG00002075554",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088037",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002076327",0,0,0,0,0,0,0,0,2,0,1,0
"ENSMUSG00000110088",2,6,16,19,5,2,2,5,8,2,0,5
"ENSMUSG00000109679",0,4,6,1,1,0,2,0,1,0,0,0
"ENSMUSG00000031570",27,67,81,93,84,66,68,50,68,15,46,56
"ENSMUSG00000110127",0,1,7,2,5,0,0,5,2,0,2,1
"ENSMUSG00000091514",1,0,1,0,0,0,0,1,0,0,1,0
"ENSMUSG00000037316",41,53,103,89,82,43,98,68,77,62,99,90
"ENSMUSG00000031838",20,46,108,83,84,78,88,70,46,37,63,64
"ENSMUSG00000031840",8,6,21,11,8,7,12,3,11,10,14,8
"ENSMUSG00000061313",33,41,64,40,28,26,44,49,36,22,43,20
"ENSMUSG00000071076",580,569,1213,866,814,551,721,660,576,376,646,514
"ENSMUSG00000031845",17,42,67,38,29,31,43,35,21,4,46,16
"ENSMUSG00000093446",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000052557",52,66,143,116,78,46,84,107,49,35,77,57
"ENSMUSG00000037296",27,49,111,57,49,45,47,43,28,32,46,30
"ENSMUSG00000031574",0,9,21,14,12,11,14,12,10,1,16,2
"ENSMUSG00000031575",34,53,111,58,83,45,81,72,49,43,76,47
"ENSMUSG00000031576",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000115400",5,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115714",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115601",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097743",14,9,25,11,14,6,13,9,8,14,13,11
"ENSMUSG00000089130",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115052",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000115229",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000119804",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088538",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115598",0,0,0,0,0,0,1,1,0,0,0,0
"ENSMUSG00000021938",19,42,53,46,48,26,54,44,28,18,37,35
"ENSMUSG00000094250",0,0,5,1,3,0,1,1,1,0,0,1
"ENSMUSG00000055639",0,1,0,0,0,0,3,2,1,0,0,1
"ENSMUSG00000089549",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086133",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089425",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000115218",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115486",4,6,24,9,11,4,11,14,6,6,11,11
"ENSMUSG00000119462",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098059",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115242",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115567",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060377",244,283,627,477,453,362,450,356,325,179,440,255
"ENSMUSG00000040123",71,55,150,154,98,76,88,102,73,57,101,58
"ENSMUSG00000100017",9,4,15,24,17,13,29,13,21,9,44,15
"ENSMUSG00000114420",0,1,0,3,2,4,0,1,0,0,0,0
"ENSMUSG00000077685",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000033186",38,94,168,139,113,71,105,65,74,66,106,58
"ENSMUSG00002076741",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088180",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114500",3,1,1,2,1,1,0,1,4,1,0,0
"ENSMUSG00000037572",4,11,14,6,8,11,12,4,2,1,11,6
"ENSMUSG00000115849",0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000084648",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115097",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048628",0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000048379",72,108,232,126,131,96,93,97,113,47,107,72
"ENSMUSG00000114977",0,0,1,0,0,0,0,0,0,0,1,0
"ENSMUSG00000021945",83,78,191,147,130,96,107,94,90,52,93,90
"ENSMUSG00000022070",1,9,19,7,7,11,8,14,4,6,15,4
"ENSMUSG00000089887",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000114965",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096144",1,0,0,1,0,0,0,0,0,0,1,0
"ENSMUSG00000072686",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114416",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114924",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000114855",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048582",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114288",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114271",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000021840",112,226,514,310,265,181,289,274,146,133,224,175
"ENSMUSG00000115082",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114916",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046352",432,630,766,726,1057,700,1218,772,1109,830,1243,1105
"ENSMUSG00000115728",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089840",0,1,0,0,1,2,0,0,0,1,1,0
"ENSMUSG00000087535",4,0,1,2,2,3,1,0,3,0,2,0
"ENSMUSG00000097601",2,0,1,2,2,0,5,0,0,1,2,1
"ENSMUSG00000114232",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000040055",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114530",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114754",0,2,1,1,0,2,5,1,0,0,0,1
"ENSMUSG00000021947",65,114,149,220,199,120,212,107,221,103,220,188
"ENSMUSG00000077497",0,0,0,1,0,0,1,0,0,0,0,0
"ENSMUSG00000114321",5,8,30,19,19,11,19,15,12,5,10,11
"ENSMUSG00000114952",0,0,0,0,1,0,0,0,1,0,0,0
"ENSMUSG00000033166",15,43,119,65,72,69,65,70,30,29,40,40
"ENSMUSG00000050335",76,163,451,232,164,129,192,139,128,37,117,99
"ENSMUSG00000040040",15,12,15,17,17,12,14,10,13,10,15,16
"ENSMUSG00000081238",0,0,4,1,0,2,0,2,1,0,1,0
"ENSMUSG00000086486",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000022064",8,11,29,13,15,9,12,16,13,4,14,3
"ENSMUSG00000050222",3,2,5,3,2,0,1,3,3,0,1,0
"ENSMUSG00000115071",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100172",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000007817",106,86,207,218,129,89,138,121,142,79,122,96
"ENSMUSG00000114709",6,7,3,4,0,3,3,3,2,4,2,2
"ENSMUSG00000114539",0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000093081",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021951",68,50,82,104,112,49,102,57,64,68,68,52
"ENSMUSG00000005148",124,65,362,121,135,102,94,162,3,25,92,78
"ENSMUSG00000097933",0,0,0,3,0,0,0,0,0,0,0,0
"ENSMUSG00000084700",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000064584",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115746",4,7,27,18,17,16,20,12,9,9,14,7
"ENSMUSG00000115590",0,1,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000115178",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115580",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115550",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115366",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103188",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065238",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087144",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072294",29,55,95,54,76,18,32,77,61,35,46,22
"ENSMUSG00000054391",0,0,0,0,0,0,0,0,0,0,2,1
"ENSMUSG00000084991",0,1,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110273",0,1,3,3,1,0,2,1,2,1,2,1
"ENSMUSG00000119005",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115821",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115732",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089331",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115506",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115105",1,0,0,2,0,0,0,1,0,0,1,0
"ENSMUSG00002075538",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088160",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115721",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042888",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002076744",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115538",0,1,4,2,0,0,0,1,0,1,0,0
"ENSMUSG00000021952",17,43,73,45,38,40,48,48,29,17,44,28
"ENSMUSG00000114942",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021959",79,71,185,135,94,60,128,100,52,41,71,81
"ENSMUSG00000064525",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092358",165,154,522,344,247,179,311,244,122,75,128,155
"ENSMUSG00000021963",285,344,833,584,661,394,672,478,431,297,488,418
"ENSMUSG00000092784",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021965",2,1,9,0,2,1,0,4,0,0,5,1
"ENSMUSG00000037544",0,0,1,2,0,3,2,2,0,1,4,0
"ENSMUSG00000021967",92,144,273,200,260,171,261,161,156,121,207,208
"ENSMUSG00000065374",0,0,1,2,0,0,0,0,0,0,0,0
"ENSMUSG00000115436",0,0,2,1,0,0,1,1,1,0,1,1
"ENSMUSG00000115617",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000033083",2,9,4,14,13,13,7,18,4,6,7,8
"ENSMUSG00000021969",55,69,162,114,85,55,85,102,49,45,87,59
"ENSMUSG00000115319",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037536",81,128,219,123,96,105,130,110,109,47,112,87
"ENSMUSG00000075486",86,119,286,211,200,150,225,163,143,91,160,159
"ENSMUSG00000115570",0,2,0,1,1,0,0,1,0,0,0,0
"ENSMUSG00000115145",1,1,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000021973",62,104,132,105,111,102,176,106,106,71,121,99
"ENSMUSG00000097303",1,4,3,0,5,5,3,1,1,1,3,1
"ENSMUSG00000114918",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022111",75,119,366,174,183,153,179,175,87,61,156,108
"ENSMUSG00000115435",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115110",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053821",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000021974",2,0,2,0,2,0,2,0,0,0,1,0
"ENSMUSG00000091132",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114562",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114690",0,0,0,0,0,0,1,0,0,0,1,0
"ENSMUSG00000037526",84,65,165,130,128,92,148,137,102,65,115,80
"ENSMUSG00000077201",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098157",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115823",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000059835",433,521,1317,849,849,600,813,822,415,292,601,449
"ENSMUSG00000115571",0,1,0,0,1,0,1,0,0,0,0,1
"ENSMUSG00000114486",0,0,0,0,0,1,0,0,0,0,1,0
"ENSMUSG00000114441",0,0,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000114720",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114289",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021977",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053868",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000035469",46,81,136,101,131,81,134,59,95,64,112,107
"ENSMUSG00000090881",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044703",0,0,2,1,0,1,0,1,2,0,4,1
"ENSMUSG00000091649",2,2,16,9,6,7,12,5,10,4,8,10
"ENSMUSG00000033060",16,31,39,36,56,25,43,29,36,23,45,18
"ENSMUSG00000115584",6,5,19,7,10,3,3,6,7,5,6,3
"ENSMUSG00000119010",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115696",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00002075110",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000068245",10,11,20,13,27,8,15,9,9,8,14,14
"ENSMUSG00000115816",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098557",24,33,77,48,34,35,47,41,30,17,25,18
"ENSMUSG00000092901",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114980",0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000091144",17,37,55,42,41,30,57,39,40,27,48,54
"ENSMUSG00000115512",1,1,1,3,0,1,1,1,1,0,0,0
"ENSMUSG00000115855",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022126",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022125",137,127,263,198,223,100,170,146,148,122,164,128
"ENSMUSG00000022124",87,97,188,103,122,70,139,121,75,48,91,90
"ENSMUSG00000071350",21,10,42,24,30,14,24,16,17,8,21,16
"ENSMUSG00000089643",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021981",148,147,205,247,227,136,248,164,175,136,177,186
"ENSMUSG00000021982",89,103,181,187,181,117,208,173,147,118,172,160
"ENSMUSG00000114804",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044461",0,1,0,0,2,0,0,0,0,0,0,1
"ENSMUSG00000021983",0,0,0,3,1,0,2,0,0,1,1,0
"ENSMUSG00000114593",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087286",1,5,14,6,7,4,4,8,3,0,5,1
"ENSMUSG00000086112",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000075288",2,1,4,1,1,1,1,1,0,0,3,2
"ENSMUSG00000072068",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000063895",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000033004",106,132,308,161,157,112,204,193,124,65,139,113
"ENSMUSG00000098111",4,1,7,8,7,1,5,7,3,2,1,5
"ENSMUSG00000114797",49,103,197,90,110,55,119,90,53,39,112,64
"ENSMUSG00000115099",0,0,0,1,1,0,0,1,0,0,0,0
"ENSMUSG00000115762",0,0,2,0,0,0,0,0,1,0,1,0
"ENSMUSG00000114584",3,10,30,22,14,11,11,6,1,3,11,9
"ENSMUSG00000076270",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000040818",30,51,88,92,55,37,73,47,40,39,75,36
"ENSMUSG00000021987",45,86,177,98,122,66,125,112,80,65,116,62
"ENSMUSG00000090861",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021986",3,0,0,1,0,0,3,2,0,0,0,0
"ENSMUSG00000114948",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101797",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114408",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021877",288,404,942,548,661,451,556,502,378,245,415,353
"ENSMUSG00000022123",3,0,0,0,0,1,0,0,0,0,1,0
"ENSMUSG00000043702",13,40,82,43,40,23,37,24,29,12,50,25
"ENSMUSG00000098751",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096052",0,0,2,2,0,0,0,0,0,0,0,1
"ENSMUSG00000021990",46,54,102,76,65,58,98,76,71,30,81,57
"ENSMUSG00000071347",3,2,3,1,3,3,4,6,0,1,1,8
"ENSMUSG00000084951",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055717",0,0,1,0,2,0,0,0,0,0,0,1
"ENSMUSG00002076273",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089707",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021879",0,0,1,0,0,1,0,1,0,1,1,0
"ENSMUSG00000022122",10,37,53,35,26,39,39,30,20,12,27,21
"ENSMUSG00000104311",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115727",0,0,0,0,0,0,1,0,0,0,1,0
"ENSMUSG00000115424",0,1,0,1,0,0,2,0,0,1,2,1
"ENSMUSG00000048349",0,4,1,1,0,0,3,0,0,0,0,0
"ENSMUSG00000022120",3,15,32,14,23,9,15,20,10,5,8,12
"ENSMUSG00000021993",15,34,69,57,44,39,57,30,55,23,61,50
"ENSMUSG00000115384",0,0,3,0,0,0,0,0,0,0,0,1
"ENSMUSG00000077541",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115432",0,0,1,0,2,0,2,0,0,0,1,0
"ENSMUSG00000077719",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077425",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115195",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021898",0,1,0,1,0,0,0,0,1,0,0,0
"ENSMUSG00000040760",34,78,110,71,99,65,87,79,73,41,68,57
"ENSMUSG00000114785",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060548",4,2,3,3,8,10,10,4,4,3,9,4
"ENSMUSG00000040726",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000115627",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048279",23,40,171,71,58,18,75,71,13,11,70,42
"ENSMUSG00000040717",1,3,1,2,1,2,2,5,5,0,2,3
"ENSMUSG00000035296",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114920",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101505",0,1,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000043157",3,2,0,3,4,1,2,0,2,1,0,7
"ENSMUSG00000114642",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021928",208,314,372,476,446,264,561,410,392,330,553,403
"ENSMUSG00002075443",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021895",43,73,157,111,100,79,107,100,78,25,121,77
"ENSMUSG00000114349",1,3,12,8,6,0,6,4,4,2,1,2
"ENSMUSG00000114888",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002076936",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021929",98,132,282,194,163,99,160,168,134,101,160,105
"ENSMUSG00000115618",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115595",155,189,392,276,351,239,274,233,202,163,239,191
"ENSMUSG00000115656",0,0,0,0,0,0,0,0,0,0,0,1
